x,y,t,speed,throttle,brake
-766.6,-655.0,0.0,266.0,1.0,0.0
-768.1,-625.5,0.34,267.0,1.0,0.0
-766.4,-592.5,0.78,272.0,0.98,0.0
-764.6,-573.1,1.1,265.0,0.01,1.0
-763.2,-561.5,1.26,265.0,0.01,1.0
-759.5,-539.8,1.58,251.0,0.0,1.0
-757.3,-529.2,1.76,202.0,0.0,1.0
-755.1,-519.7,1.94,180.0,0.0,1.0
-753.7,-514.0,2.061,180.0,0.0,1.0
-749.5,-498.9,2.42,144.0,0.0,1.0
-747.5,-492.4,2.601,129.0,0.0,1.0
-744.5,-483.8,2.8,129.0,0.0,1.0
-740.5,-475.2,3.161,115.0,0.03,0.0
-734.5,-468.3,3.4,113.0,0.2,0.0
-726.6,-464.4,3.76,113.0,0.51,0.0
-719.1,-462.2,4.0,117.0,0.64,0.0
-715.1,-461.4,4.119,122.0,0.72,0.0
-707.6,-460.3,4.34,122.0,0.72,0.0
-700.5,-459.5,4.54,129.0,0.83,0.0
-682.8,-458.0,4.88,146.0,1.0,0.0
-675.1,-457.3,5.18,151.0,0.99,0.0
-659.4,-455.6,5.519,176.0,1.0,0.0
-650.7,-454.4,5.7,176.0,1.0,0.0
-639.7,-452.4,5.92,182.0,1.0,0.0
-635.6,-451.6,6.0,194.0,1.0,0.0
-623.1,-448.7,6.24,194.0,1.0,0.0
-600.1,-443.1,6.54,204.0,0.99,0.0
-581.8,-438.6,6.98,214.0,1.0,0.0
-578.3,-437.7,7.04,214.0,1.0,0.0
-553.3,-431.3,7.42,226.0,1.0,0.0
-523.6,-424.2,7.76,233.0,1.0,0.0
-495.0,-420.4,8.22,238.0,1.0,0.0
-473.6,-418.3,8.64,246.0,1.0,0.0
-463.2,-416.3,8.8,249.0,1.0,0.0
-451.7,-412.7,8.98,249.0,1.0,0.0
-442.7,-408.9,9.12,252.0,1.0,0.0
-431.0,-403.2,9.3,252.0,1.0,0.0
-407.9,-391.6,9.66,258.0,1.0,0.0
-386.7,-383.1,9.9,258.0,1.0,0.0
-372.9,-378.9,10.179,261.0,1.0,0.0
-354.5,-375.0,10.439,262.0,1.0,0.0
-342.9,-373.3,10.6,262.0,1.0,0.0
-313.0,-369.6,10.899,256.0,0.04,1.0
-299.6,-367.6,11.239,250.0,0.05,1.0
-283.9,-363.9,11.499,230.0,0.04,1.0
-264.5,-355.8,11.72,217.0,0.04,1.0
-257.9,-351.8,12.0,192.0,0.06,1.0
-248.6,-344.8,12.22,192.0,0.06,1.0
-233.5,-326.0,12.58,178.0,0.09,1.0
-228.7,-313.9,13.0,169.0,0.13,0.0
-227.0,-305.9,13.179,161.0,0.14,0.0
-226.6,-303.2,13.24,161.0,0.14,0.0
-226.3,-293.5,13.54,156.0,0.31,0.0
-226.8,-285.7,13.72,156.0,0.55,0.0
-228.9,-274.7,13.98,156.0,0.55,0.0
-231.0,-267.9,14.14,160.0,0.69,0.0
-237.0,-254.7,14.34,163.0,0.69,0.0
-247.6,-238.4,14.8,167.0,0.51,0.0
-256.2,-227.7,15.18,163.0,0.0,1.0
-265.2,-216.5,15.5,143.0,0.02,1.0
-270.3,-208.7,15.76,143.0,0.02,1.0
-273.8,-199.8,16.02,133.0,0.12,0.0
-274.1,-184.7,16.3,133.0,0.49,0.0
-270.8,-173.6,16.699,137.0,0.69,0.0
-266.3,-164.1,16.999,148.0,0.7,0.0
-261.1,-155.4,17.219,154.0,0.78,0.0
-256.6,-149.0,17.4,161.0,0.87,0.0
