x,y,t,speed,throttle,brake
-766.7,-652.3,0.0,267.0,1.0,0.0
-767.8,-634.5,0.24,267.0,1.0,0.0
-767.6,-612.2,0.541,270.0,0.99,0.0
-766.8,-598.6,0.72,270.0,1.0,0.0
-765.9,-586.7,0.88,271.0,1.0,0.0
-763.3,-562.8,1.101,272.0,0.91,0.0
-759.5,-539.5,1.54,228.0,0.0,1.0
-756.2,-524.5,1.8,190.0,0.01,1.0
-753.6,-513.6,1.88,190.0,0.01,1.0
-748.5,-495.4,2.38,146.0,0.01,1.0
-745.9,-487.7,2.68,129.0,0.02,1.0
-739.7,-473.9,3.04,115.0,0.13,0.0
-735.2,-468.8,3.38,112.0,0.37,0.0
-727.0,-464.5,3.6,112.0,0.37,0.0
-717.6,-461.9,3.979,116.0,0.68,0.0
-706.5,-460.2,4.24,123.0,0.8,0.0
-691.4,-458.7,4.579,135.0,0.95,0.0
-679.1,-457.7,4.879,155.0,1.0,0.0
-677.3,-457.6,4.92,155.0,1.0,0.0
-668.4,-456.7,5.119,173.0,1.0,0.0
-649.8,-454.2,5.5,177.0,1.0,0.0
-633.9,-451.2,5.679,187.0,1.0,0.0
-627.0,-449.7,5.94,196.0,1.0,0.0
-613.5,-446.4,6.2,206.0,1.0,0.0
-590.8,-440.8,6.46,206.0,1.0,0.0
-574.3,-436.7,6.88,221.0,1.0,0.0
-559.8,-433.0,7.12,227.0,0.99,0.0
-538.7,-427.6,7.361,231.0,1.0,0.0
-519.3,-423.4,7.76,238.0,1.0,0.0
-511.4,-422.1,7.88,244.0,1.0,0.0
-489.8,-420.0,8.12,244.0,1.0,0.0
-468.1,-417.3,8.52,252.0,1.0,0.0
-453.1,-413.2,8.741,252.0,1.0,0.0
-445.8,-410.3,8.86,256.0,1.0,0.0
-423.4,-399.2,9.2,260.0,1.0,0.0
-405.0,-390.3,9.361,260.0,1.0,0.0
-386.0,-382.9,9.759,263.0,0.99,0.0
-376.3,-379.9,9.9,263.0,1.0,0.0
-346.2,-373.7,10.219,264.0,1.0,0.0
-314.7,-369.8,10.62,263.0,0.95,1.0
-295.5,-366.8,11.04,242.0,0.03,1.0
-279.4,-362.4,11.24,236.0,0.02,1.0
-257.9,-351.9,11.659,205.0,0.03,1.0
-247.6,-343.9,11.939,196.0,0.04,1.0
-232.7,-324.6,12.28,182.0,0.07,0.0
-227.5,-309.2,12.6,175.0,0.07,0.0
-226.0,-296.6,12.94,166.0,0.17,0.0
