x,y,t,speed,throttle,brake
-766.6,-654.2,0.0,270.0,1.0,0.0
-767.6,-637.8,0.22,270.0,1.0,0.0
-767.8,-634.8,0.26,270.0,1.0,0.0
-768.0,-619.8,0.46,272.0,0.9,0.0
-766.4,-592.6,0.819,271.0,0.55,0.0
-765.3,-579.3,1.0,259.0,0.0,1.0
-763.3,-562.8,1.24,239.0,0.0,1.0
-763.0,-560.2,1.28,239.0,0.0,1.0
-759.5,-539.5,1.619,195.0,0.0,1.0
-755.8,-522.8,1.84,185.0,0.0,1.0
-753.1,-511.8,2.22,154.0,0.0,1.0
-751.6,-506.3,2.36,148.0,0.0,1.0
-746.9,-490.5,2.7,125.0,0.0,1.0
-744.7,-484.3,3.02,111.0,0.0,1.0
-742.8,-479.7,3.18,111.0,0.0,1.0
-738.5,-472.3,3.48,110.0,0.0,0.0
-734.0,-468.0,3.72,106.0,0.25,0.0
-726.5,-464.4,3.88,106.0,0.45,0.0
-720.2,-462.5,4.2,114.0,0.65,0.0
-715.9,-461.6,4.34,114.0,0.65,0.0
-705.3,-460.1,4.661,120.0,0.72,0.0
-693.4,-458.9,4.86,120.0,0.85,0.0
-687.0,-458.4,5.04,146.0,1.0,0.0
-679.4,-457.7,5.221,146.0,1.0,0.0
-671.3,-457.0,5.42,156.0,1.0,0.0
-663.9,-456.2,5.6,164.0,1.0,0.0
-649.9,-454.2,5.92,164.0,1.0,0.0
-633.3,-451.0,6.18,164.0,1.0,0.0
-618.0,-447.5,6.581,164.0,1.0,1.0
-598.5,-442.7,6.98,205.0,1.0,0.0
-585.4,-439.5,7.201,211.0,1.0,0.0
-576.3,-437.2,7.359,211.0,1.0,0.0
-566.4,-434.7,7.539,225.0,1.0,0.0
-534.6,-426.6,7.82,229.0,1.0,0.0
-525.1,-424.5,8.08,234.0,1.0,0.0
-508.8,-421.8,8.32,238.0,1.0,0.0
-483.1,-419.4,8.64,243.0,1.0,0.0
-469.7,-417.6,8.9,249.0,1.0,0.0
-444.9,-409.9,9.28,255.0,1.0,0.0
-431.8,-403.6,9.48,255.0,1.0,0.0
-421.3,-398.1,9.64,260.0,1.0,0.0
-408.1,-391.7,9.84,260.0,1.0,0.0
-397.5,-387.2,10.0,261.0,1.0,0.0
-382.5,-381.7,10.22,263.0,1.0,0.0
-357.3,-375.5,10.52,247.0,0.0,1.0
-326.3,-371.2,10.921,247.0,0.0,1.0
