x,y,t,speed,throttle,brake
-766.5,-656.5,0.0,265.0,1.0,0.0
-767.9,-632.7,0.32,268.0,1.0,0.0
-768.0,-620.1,0.481,266.0,0.0,0.0
-767.3,-606.7,0.661,266.0,0.0,0.0
-765.9,-586.6,0.941,259.0,0.0,1.0
-764.1,-569.1,1.14,241.0,0.0,1.0
-761.8,-552.5,1.481,219.0,0.0,1.0
-757.9,-532.2,1.761,182.0,0.0,1.0
-756.0,-523.5,2.021,168.0,0.0,1.0
-752.6,-509.7,2.321,168.0,0.0,1.0
-750.9,-503.7,2.481,144.0,0.0,1.0
-749.2,-497.7,2.641,132.0,0.0,1.0
-746.0,-488.0,2.921,119.0,0.0,1.0
-742.7,-479.6,3.181,119.0,0.0,1.0
-740.5,-475.2,3.341,114.0,0.0,1.0
-735.9,-469.5,3.601,112.0,0.0,0.0
-729.9,-465.8,3.841,108.0,0.26,0.0
-724.1,-463.6,4.041,109.0,0.47,0.0
-714.0,-461.2,4.261,111.0,0.59,0.0
-700.4,-459.6,4.681,122.0,0.71,0.0
-686.4,-458.4,5.001,130.0,0.79,0.0
-674.4,-457.3,5.42,147.0,1.0,0.0
-668.4,-456.7,5.561,147.0,1.0,0.0
-659.4,-455.6,5.76,157.0,1.0,0.0
-647.2,-453.8,6.02,178.0,1.0,0.0
-635.2,-451.5,6.26,189.0,1.0,0.0
-627.0,-449.7,6.421,189.0,1.0,0.0
-618.5,-447.7,6.58,199.0,1.0,0.0
-591.4,-441.0,6.921,205.0,0.92,0.0
-581.6,-438.6,7.241,218.0,1.0,0.0
-563.8,-434.1,7.541,225.0,0.97,0.0
-547.4,-429.8,7.741,229.0,1.0,0.0
-519.1,-423.3,8.181,236.0,1.0,0.0
-507.9,-421.7,8.421,242.0,1.0,0.0
-479.4,-419.0,8.701,249.0,1.0,0.0
-465.4,-416.8,9.06,250.0,1.0,0.0
-448.4,-411.4,9.321,254.0,1.0,0.0
-420.8,-397.9,9.622,259.0,1.0,0.0
-405.0,-390.3,9.981,260.0,1.0,0.0
-377.8,-380.3,10.241,262.0,0.8,1.0
-366.8,-377.4,10.541,253.0,0.0,0.0
-354.9,-375.1,10.702,253.0,0.0,0.0
-339.3,-372.8,10.941,246.0,0.0,0.0
-329.9,-371.7,11.101,246.0,0.0,0.0
-306.9,-368.7,11.461,232.0,0.0,1.0
-292.3,-366.1,11.601,221.0,0.0,1.0
-275.3,-360.9,12.04,194.0,0.0,1.0
-260.4,-353.4,12.24,194.0,0.0,1.0
-249.6,-345.6,12.621,179.0,0.0,1.0
-243.4,-339.7,12.8,171.0,0.0,1.0
-236.7,-331.4,13.04,171.0,0.0,1.0
-230.2,-318.7,13.301,164.0,0.0,0.0
-227.2,-307.5,13.561,159.0,0.0,0.0
-226.4,-288.5,13.961,156.0,0.07,0.0
-228.4,-276.5,14.121,148.0,0.32,0.0
-232.4,-264.3,14.561,147.0,0.37,0.0
