x,y,t,speed,throttle,brake
-766.6,-655.0,0.0,277.0,0.99,0.0
-767.5,-639.5,0.2,280.0,0.99,0.0
-768.1,-628.6,0.34,281.0,0.0,0.0
-766.9,-600.9,0.6,275.0,0.0,0.0
-765.7,-584.4,0.92,262.0,0.0,1.0
-764.3,-570.3,1.12,244.0,0.0,1.0
-762.2,-554.8,1.36,244.0,0.0,1.0
-759.5,-539.6,1.62,202.0,0.0,1.0
-756.5,-525.9,1.801,173.0,0.0,1.0
-754.7,-518.1,2.081,157.0,0.0,1.0
-752.1,-507.9,2.341,142.0,0.0,1.0
-750.3,-501.5,2.52,142.0,0.0,1.0
-746.0,-487.8,2.881,117.0,0.0,1.0
-740.2,-474.8,3.3,108.0,0.0,1.0
-733.8,-467.9,3.661,101.0,0.18,0.0
-728.7,-465.3,4.001,103.0,0.41,0.0
-716.3,-461.7,4.28,109.0,0.61,0.0
-709.1,-460.5,4.64,118.0,0.73,0.0
-688.8,-458.4,4.94,130.0,0.8,0.0
-678.5,-457.6,5.14,146.0,0.99,0.0
-668.6,-456.7,5.44,146.0,0.99,0.0
-660.8,-455.8,5.62,159.0,0.99,0.0
-649.0,-454.1,5.88,179.0,0.99,0.0
-634.1,-451.2,6.18,179.0,0.99,0.0
-627.9,-449.9,6.3,194.0,0.99,0.0
-618.4,-447.6,6.48,194.0,0.99,0.0
-595.2,-441.9,6.78,206.0,0.99,0.0
-581.5,-438.5,7.14,216.0,0.99,0.0
-574.5,-436.8,7.26,216.0,0.99,0.0
-551.6,-430.9,7.64,226.0,0.99,0.0
-532.8,-426.2,7.86,234.0,0.99,0.0
-520.0,-423.5,8.12,240.0,0.99,0.0
-502.9,-421.1,8.381,240.0,0.99,0.0
-487.9,-419.9,8.601,245.0,0.99,0.0
-471.7,-418.0,8.841,249.0,0.99,0.0
-458.5,-415.0,9.04,252.0,0.99,0.0
-452.0,-412.8,9.141,254.0,0.99,0.0
-437.6,-406.5,9.36,255.0,0.99,0.0
-423.3,-399.2,9.58,256.0,0.99,0.0
-407.8,-391.6,9.82,256.0,0.99,0.0
-391.9,-385.0,10.061,259.0,0.25,0.0
-374.2,-379.3,10.321,256.0,0.0,0.0
-361.9,-376.4,10.501,256.0,0.0,0.0
-344.1,-373.4,10.761,247.0,0.0,0.0
-331.4,-371.8,10.939,240.0,0.0,1.0
