x,y,t,speed,throttle,brake
-768.1,-626.1,0.0,268.0,0.96,0.0
-766.7,-597.5,0.32,272.0,0.96,0.0
-765.3,-579.9,0.66,263.0,0.0,1.0
-760.9,-547.1,1.02,229.0,0.0,1.0
-758.1,-533.2,1.38,180.0,0.0,1.0
-756.3,-524.8,1.541,180.0,0.0,1.0
-752.8,-510.8,1.841,163.0,0.0,1.0
-749.7,-499.6,2.02,131.0,0.0,1.0
-748.1,-494.3,2.26,131.0,0.0,1.0
-744.2,-483.0,2.6,123.0,0.0,1.0
-741.2,-476.4,2.82,123.0,0.0,1.0
-737.0,-470.5,3.06,116.0,0.0,0.0
-733.4,-467.6,3.221,112.0,0.0,0.0
-730.1,-465.8,3.34,112.0,0.0,0.0
-718.6,-462.1,3.64,111.0,0.45,0.0
-708.9,-460.5,4.021,117.0,0.69,0.0
-702.7,-459.8,4.2,131.0,0.83,0.0
-691.2,-458.8,4.479,136.0,0.83,0.0
-675.5,-457.4,4.92,164.0,0.99,0.0
-668.3,-456.7,5.08,164.0,0.99,0.0
-656.1,-455.2,5.34,171.0,0.99,0.0
-643.1,-453.1,5.54,180.0,0.99,0.0
-634.0,-451.2,5.78,187.0,0.99,0.0
-616.9,-447.3,6.1,200.0,0.99,0.0
-600.2,-443.1,6.399,206.0,0.99,0.0
-547.6,-429.9,7.28,230.0,0.99,0.0
-533.1,-426.2,7.44,237.0,0.99,0.0
-516.3,-422.9,7.7,237.0,0.99,0.0
-493.6,-420.3,7.92,242.0,0.99,0.0
-474.6,-418.4,8.32,248.0,0.99,0.0
-456.2,-414.3,8.52,251.0,0.99,0.0
-445.8,-410.3,8.76,254.0,0.99,0.0
-427.3,-401.3,9.04,257.0,0.99,0.0
-413.0,-394.0,9.26,260.0,1.0,0.0
-402.4,-389.2,9.421,261.0,0.99,0.0
-380.6,-381.2,9.741,263.0,0.99,0.0
-365.0,-377.1,9.961,266.0,0.6,0.0
-350.6,-374.4,10.16,258.0,0.15,0.0
-338.0,-372.6,10.341,251.0,0.01,0.0
-317.3,-370.1,10.541,251.0,0.02,0.0
-296.6,-367.0,10.959,238.0,0.02,1.0
-281.1,-363.0,11.22,224.0,0.0,1.0
-275.6,-361.0,11.32,213.0,0.0,1.0
-260.2,-353.3,11.62,197.0,0.0,1.0
-248.8,-345.0,11.799,197.0,0.0,1.0
-241.9,-338.2,12.06,190.0,0.0,1.0
-235.9,-330.3,12.26,174.0,0.0,0.0
-228.6,-313.7,12.639,169.0,0.0,0.0
-226.9,-305.4,12.82,169.0,0.0,0.0
-226.2,-292.7,12.98,169.0,0.0,0.0
-227.1,-283.1,13.32,156.0,0.25,0.0
-229.1,-273.8,13.54,156.0,0.5,0.0
-235.6,-257.4,13.84,158.0,0.58,0.0
-240.9,-248.0,14.18,163.0,0.62,0.0
-251.3,-233.7,14.44,163.0,0.62,0.0
-256.1,-227.9,14.72,166.0,0.03,0.0
-267.1,-213.9,14.98,162.0,0.01,1.0
-274.4,-197.1,15.5,146.0,0.0,0.0
-274.8,-190.1,15.761,146.0,0.0,0.0
-273.2,-180.8,16.001,139.0,0.4,0.0
-271.3,-174.9,16.16,139.0,0.4,0.0
-263.4,-159.1,16.501,140.0,0.63,0.0
-257.9,-150.9,16.841,154.0,0.72,0.0
-251.5,-142.6,17.081,158.0,0.76,0.0
-246.1,-136.4,17.26,173.0,0.9,0.0
-237.1,-126.4,17.54,173.0,0.9,0.0
-231.7,-120.5,17.7,178.0,0.99,0.0
-226.3,-114.2,17.86,194.0,0.99,0.0
-215.0,-99.4,18.2,197.0,0.99,0.0
-211.1,-93.8,18.319,207.0,0.99,0.0
-203.2,-81.9,18.6,211.0,0.83,0.0
-195.2,-70.4,18.88,205.0,0.01,1.0
-186.4,-58.8,19.14,191.0,0.0,1.0
-177.4,-47.6,19.44,176.0,0.0,1.0
-172.0,-41.1,19.64,141.0,0.0,1.0
-165.5,-33.8,19.82,133.0,0.0,1.0
-157.3,-25.6,20.26,115.0,0.0,1.0
-151.5,-21.4,20.5,102.0,0.0,1.0
-141.6,-20.0,20.82,94.0,0.0,1.0
-135.7,-22.1,21.2,86.0,0.0,1.0
-131.8,-24.6,21.401,81.0,0.0,0.0
-128.6,-27.7,21.6,81.0,0.0,0.0
-126.3,-30.8,21.78,76.0,0.18,0.0
-122.7,-39.7,22.14,77.0,0.23,0.0
-120.1,-50.1,22.561,85.0,0.49,0.0
