x,y,t,speed,throttle,brake
-766.6,-654.0,0.0,278.0,1.0,0.0
-767.6,-638.5,0.2,278.0,1.0,0.0
-768.1,-624.4,0.379,284.0,1.0,0.0
-767.2,-605.4,0.619,286.0,0.7,0.0
-764.6,-572.8,0.919,281.0,0.02,0.0
-762.5,-557.3,1.259,259.0,0.0,1.0
-758.6,-535.1,1.62,216.0,0.0,1.0
-757.1,-528.5,1.739,216.0,0.0,1.0
-753.0,-511.3,2.02,175.0,0.0,1.0
-750.7,-503.0,2.3,166.0,0.0,1.0
-749.0,-497.0,2.46,130.0,0.0,1.0
-745.9,-487.7,2.739,120.0,0.0,1.0
-744.1,-482.9,2.898,120.0,0.0,1.0
-741.1,-476.3,3.139,113.0,0.0,1.0
-736.6,-470.1,3.419,106.0,0.01,0.0
-733.1,-467.5,3.579,104.0,0.22,0.0
-723.8,-463.5,3.819,104.0,0.22,0.0
-715.4,-461.5,4.199,108.0,0.32,0.0
-709.8,-460.6,4.379,113.0,0.7,0.0
-701.2,-459.6,4.639,121.0,0.83,0.0
-692.3,-458.9,4.919,145.0,0.99,0.0
-681.0,-457.9,5.12,145.0,0.99,0.0
-671.3,-457.0,5.42,165.0,0.99,0.0
-663.9,-456.2,5.579,165.0,0.99,0.0
-644.3,-453.3,5.839,178.0,0.99,0.0
-627.5,-449.8,6.299,198.0,0.99,0.0
-615.5,-446.9,6.52,206.0,0.99,0.0
-607.6,-445.0,6.659,206.0,0.99,0.0
-585.6,-439.5,7.0,219.0,0.99,0.0
-565.1,-434.4,7.38,224.0,0.99,0.0
-554.0,-431.5,7.56,231.0,0.99,0.0
-542.7,-428.6,7.739,231.0,0.99,0.0
-531.2,-425.8,7.92,239.0,0.99,0.0
-520.7,-423.6,8.079,239.0,0.99,0.0
-495.1,-420.4,8.46,246.0,0.99,0.0
-481.3,-419.2,8.66,249.0,0.99,0.0
-477.1,-418.8,8.72,249.0,0.99,0.0
-448.1,-411.3,9.04,252.0,0.99,0.0
-436.2,-405.8,9.339,255.0,0.99,0.0
-424.4,-399.8,9.519,256.0,0.99,0.0
-402.3,-389.2,9.859,259.0,1.0,0.0
-388.9,-383.9,10.059,259.0,1.0,0.0
-373.9,-379.2,10.279,260.0,0.94,0.0
-352.9,-374.8,10.519,256.0,0.07,0.0
-331.0,-371.7,10.839,250.0,0.03,0.0
-308.5,-369.0,11.039,240.0,0.0,1.0
-288.0,-365.0,11.519,220.0,0.0,1.0
-256.5,-350.9,12.139,191.0,0.0,1.0
-247.8,-344.1,12.359,182.0,0.0,1.0
-240.0,-335.8,12.599,173.0,0.0,1.0
-235.7,-329.8,12.76,167.0,0.0,0.0
-230.2,-318.5,13.04,164.0,0.0,0.0
-226.1,-298.9,13.26,161.0,0.0,0.0
-226.6,-286.5,13.64,156.0,0.01,0.0
-227.8,-279.0,13.82,151.0,0.27,0.0
-230.8,-268.4,14.08,151.0,0.44,0.0
-234.8,-259.1,14.299,151.0,0.44,0.0
-242.0,-246.3,14.66,154.0,0.51,0.0
-244.0,-243.4,14.74,156.0,0.47,0.0
-254.2,-230.2,15.119,158.0,0.39,0.0
-258.8,-224.7,15.28,157.0,0.08,0.0
-265.6,-216.0,15.54,157.0,0.0,1.0
-269.2,-210.6,15.699,146.0,0.0,1.0
-274.0,-198.9,15.919,139.0,0.0,1.0
-274.8,-193.1,16.199,136.0,0.01,0.0
-274.1,-185.1,16.419,130.0,0.16,0.0
-270.9,-174.0,16.739,128.0,0.28,0.0
-268.2,-167.9,16.919,134.0,0.53,0.0
-264.6,-161.3,17.119,134.0,0.53,0.0
-258.7,-152.1,17.399,139.0,0.71,0.0
-258.1,-151.5,17.64,148.0,0.77,0.0
-255.6,-148.0,17.739,148.0,0.77,0.0
-243.2,-133.2,18.019,166.0,0.86,0.0
-232.3,-121.2,18.419,183.0,1.0,0.0
-221.3,-108.1,18.799,198.0,0.98,0.0
-216.7,-101.8,18.939,198.0,0.98,0.0
