x,y,t,speed,throttle,brake
-767.2,-644.2,0.0,267.0,1.0,0.0
-767.9,-632.3,0.26,268.0,1.0,0.0
-767.2,-605.7,0.621,266.0,0.0,0.0
-767.0,-602.8,0.661,266.0,0.0,0.0
-764.3,-570.1,0.98,258.0,0.0,1.0
-761.8,-552.7,1.38,238.0,0.0,1.0
-759.9,-541.7,1.56,219.0,0.0,1.0
-758.3,-533.9,1.701,199.0,0.0,1.0
-753.7,-514.1,2.02,174.0,0.0,1.0
-751.0,-504.0,2.34,150.0,0.0,1.0
-748.1,-494.2,2.6,133.0,0.0,1.0
-746.2,-488.4,2.76,133.0,0.0,1.0
-743.8,-482.1,2.959,119.0,0.0,0.0
-739.2,-473.2,3.279,113.0,0.01,0.0
-734.5,-468.4,3.519,112.0,0.03,0.0
-733.1,-467.4,3.58,112.0,0.03,0.0
-723.7,-463.4,3.9,111.0,0.27,0.0
-716.9,-461.8,4.12,118.0,0.69,0.0
-707.5,-460.3,4.32,126.0,0.69,0.0
-697.1,-459.2,4.68,140.0,1.0,0.0
-690.8,-458.7,4.84,140.0,1.0,0.0
-679.8,-457.8,5.1,157.0,1.0,0.0
-669.1,-456.8,5.34,157.0,1.0,0.0
-656.8,-455.3,5.6,177.0,1.0,0.0
-654.9,-455.0,5.64,177.0,1.0,0.0
-641.9,-452.8,5.9,183.0,1.0,0.0
-629.4,-450.2,6.14,193.0,1.0,0.0
-617.6,-447.4,6.36,199.0,1.0,0.0
-604.4,-444.2,6.601,204.0,1.0,0.0
-594.2,-441.7,6.78,215.0,1.0,0.0
-584.9,-439.4,6.94,215.0,1.0,0.0
-561.2,-433.4,7.2,224.0,1.0,0.0
-550.2,-430.5,7.52,228.0,1.0,0.0
-534.9,-426.7,7.721,231.0,1.0,0.0
-507.8,-421.7,8.001,237.0,1.0,0.0
-483.5,-419.5,8.46,245.0,1.0,0.0
-455.7,-414.1,8.82,253.0,1.0,0.0
-424.2,-399.7,9.28,256.0,1.0,0.0
-408.6,-391.9,9.64,258.0,1.0,0.0
-395.3,-386.3,9.84,263.0,1.0,0.0
-376.0,-379.8,10.12,263.0,1.0,0.0
-353.0,-374.8,10.319,263.0,1.0,0.0
-336.6,-372.4,10.66,259.0,0.0,1.0
-316.9,-370.1,10.94,252.0,0.0,1.0
-303.3,-368.2,11.14,252.0,0.0,1.0
-249.8,-345.9,12.12,200.0,0.0,1.0
-238.0,-333.3,12.36,186.0,0.0,1.0
-231.0,-320.8,12.76,174.0,0.0,1.0
-229.4,-316.3,12.861,171.0,0.0,1.0
-226.7,-304.5,13.121,165.0,0.0,0.0
-226.3,-292.4,13.381,159.0,0.03,0.0
-226.9,-284.8,13.701,156.0,0.09,0.0
-230.9,-268.2,13.981,153.0,0.37,0.0
-237.3,-254.1,14.38,153.0,0.48,0.0
-241.9,-246.5,14.66,156.0,0.58,0.0
-248.1,-237.7,14.9,162.0,0.49,0.0
-252.6,-232.0,15.06,159.0,0.0,1.0
-259.5,-223.8,15.3,154.0,0.0,1.0
-267.0,-214.0,15.6,144.0,0.0,1.0
-272.7,-203.2,15.779,139.0,0.0,1.0
-274.5,-196.3,16.12,133.0,0.03,0.0
