x,y,t,speed,throttle,brake
-766.2,-660.7,0.0,267.0,1.0,0.0
-767.5,-639.7,0.279,272.0,1.0,0.0
-767.6,-612.4,0.519,275.0,0.0,0.0
-766.7,-597.5,0.839,268.0,0.0,0.0
-764.0,-567.9,1.16,266.0,0.0,0.0
-762.5,-556.7,1.44,223.0,0.0,1.0
-760.0,-542.3,1.7,193.0,0.0,1.0
-756.8,-527.2,2.02,165.0,0.0,1.0
-755.1,-519.7,2.199,165.0,0.0,1.0
-752.4,-509.3,2.42,142.0,0.0,1.0
-750.2,-501.3,2.72,118.0,0.0,1.0
-746.4,-489.0,3.0,113.0,0.0,1.0
-743.4,-481.0,3.4,108.0,0.04,0.0
-738.4,-472.1,3.68,107.0,0.2,0.0
-733.2,-467.5,4.02,106.0,0.37,0.0
-721.5,-462.8,4.34,109.0,0.54,0.0
-693.3,-458.6,4.681,122.0,0.79,0.0
-680.7,-457.8,5.14,143.0,0.92,0.0
-667.3,-456.6,5.34,143.0,0.92,0.0
-653.6,-454.8,5.66,148.0,0.96,0.0
-644.1,-453.2,6.0,173.0,1.0,0.0
-581.0,-438.4,7.12,213.0,1.0,0.0
-566.8,-434.8,7.42,223.0,0.98,0.0
-542.2,-428.5,7.72,234.0,1.0,0.0
-508.6,-421.8,8.179,240.0,1.0,0.0
-491.2,-420.1,8.52,243.0,1.0,0.0
-464.2,-416.5,8.78,250.0,1.0,0.0
-456.3,-414.3,9.04,254.0,1.0,0.0
-437.8,-406.6,9.32,254.0,1.0,0.0
-415.4,-395.2,9.52,261.0,1.0,0.0
-392.5,-385.2,10.0,265.0,0.88,0.0
-385.6,-382.8,10.1,259.0,0.0,0.0
-370.5,-378.3,10.32,259.0,0.0,0.0
-358.1,-375.7,10.5,255.0,0.0,0.0
-330.7,-371.7,10.78,245.0,0.0,0.0
-314.8,-369.8,11.14,234.0,0.0,1.0
-296.3,-366.9,11.44,222.0,0.0,1.0
-280.3,-362.7,11.64,217.0,0.0,1.0
-267.2,-357.2,11.98,194.0,0.0,1.0
-250.1,-346.0,12.28,176.0,0.0,1.0
-236.5,-331.0,12.681,163.0,0.0,1.0
-232.2,-323.4,13.02,157.0,0.0,0.0
-228.0,-311.2,13.32,152.0,0.0,0.0
-226.3,-300.3,13.5,152.0,0.0,0.0
-226.1,-293.6,13.66,149.0,0.0,0.0
-226.6,-287.1,13.82,144.0,0.0,0.0
-229.3,-273.1,14.159,140.0,0.16,0.0
-235.6,-257.4,14.54,137.0,0.27,0.0
-239.8,-249.9,14.84,139.0,0.42,0.0
-247.7,-238.3,15.2,140.0,0.35,0.0
-255.1,-229.1,15.36,140.0,0.3,0.0
-260.1,-223.1,15.7,138.0,0.27,0.0
-265.7,-215.9,15.94,137.0,0.0,1.0
-269.3,-210.4,16.121,131.0,0.0,1.0
-271.6,-206.0,16.26,131.0,0.0,1.0
-274.4,-197.0,16.54,128.0,0.0,0.0
-273.5,-182.1,16.84,125.0,0.01,0.0
-269.7,-171.1,17.18,122.0,0.04,0.0
-264.6,-161.3,17.64,126.0,0.55,0.0
-260.1,-154.3,17.86,131.0,0.62,0.0
-252.9,-144.5,18.281,138.0,0.74,0.0
-245.6,-135.8,18.601,155.0,0.85,0.0
-239.8,-129.4,18.8,161.0,0.87,0.0
-233.1,-122.0,19.02,170.0,1.0,0.0
-224.4,-111.9,19.3,170.0,1.0,0.0
-216.4,-101.3,19.54,186.0,0.98,0.0
-208.4,-89.6,19.84,201.0,0.89,0.0
-199.5,-76.6,20.119,200.0,0.0,1.0
-196.3,-72.0,20.22,200.0,0.0,1.0
-188.5,-61.5,20.46,184.0,0.0,1.0
-178.4,-48.9,20.76,149.0,0.0,1.0
-170.8,-39.8,21.14,134.0,0.0,1.0
-169.0,-37.7,21.22,115.0,0.0,1.0
-164.1,-32.2,21.46,109.0,0.0,1.0
-157.4,-25.6,21.799,92.0,0.0,1.0
-152.8,-22.1,21.98,92.0,0.0,1.0
-145.8,-19.8,22.38,80.0,0.0,1.0
-141.5,-20.1,22.58,80.0,0.0,1.0
-135.4,-22.3,22.82,77.0,0.0,1.0
-129.9,-26.3,23.201,75.0,0.0,0.0
-127.1,-29.6,23.42,74.0,0.02,0.0
-125.3,-32.7,23.6,70.0,0.16,0.0
-123.0,-38.9,23.88,78.0,0.35,0.0
-121.1,-46.1,24.261,83.0,0.45,0.0
-119.3,-53.1,24.46,83.0,0.45,0.0
-117.8,-58.2,24.76,96.0,0.55,0.0
-115.2,-66.4,25.06,107.0,0.62,0.0
-112.0,-74.7,25.34,122.0,0.67,0.0
-107.6,-84.9,25.54,122.0,0.67,0.0
-104.8,-90.5,25.84,127.0,0.0,1.0
-99.8,-98.8,26.14,119.0,0.0,1.0
-97.4,-102.2,26.281,101.0,0.0,1.0
-92.5,-107.5,26.581,84.0,0.0,1.0
-89.6,-109.8,26.76,66.0,0.0,1.0
-86.1,-111.8,26.979,66.0,0.0,1.0
-83.5,-112.8,27.14,66.0,0.0,1.0
-80.7,-113.2,27.32,57.0,0.0,1.0
-78.0,-112.9,27.499,57.0,0.0,1.0
-73.9,-109.4,27.759,56.0,0.0,1.0
-73.1,-104.7,28.24,49.0,0.0,0.0
-73.2,-102.7,28.38,48.0,0.01,0.0
-74.1,-98.7,28.56,48.0,0.01,0.0
-76.3,-93.4,29.0,45.0,0.05,0.0
-77.6,-91.1,29.36,42.0,0.08,0.0
-79.2,-88.7,29.6,43.0,0.1,0.0
-81.7,-85.6,29.86,52.0,0.2,0.0
-85.1,-81.8,30.24,55.0,0.35,0.0
-88.2,-78.6,30.5,68.0,0.45,0.0
-89.5,-77.3,30.68,68.0,0.45,0.0
-92.8,-73.8,30.96,79.0,0.53,0.0
-96.3,-69.9,31.18,79.0,0.53,0.0
-100.2,-64.1,31.46,92.0,0.0,1.0
-102.2,-59.3,31.681,90.0,0.0,1.0
-102.8,-52.8,31.86,86.0,0.0,0.0
-101.5,-47.1,32.221,82.0,0.0,0.0
-99.7,-43.5,32.4,82.0,0.0,0.0
-94.0,-37.2,32.741,79.0,0.1,0.0
-90.4,-34.6,32.981,78.0,0.18,0.0
-86.5,-32.3,33.18,82.0,0.3,0.0
-78.4,-28.1,33.56,89.0,0.51,0.0
-71.7,-25.2,33.88,99.0,0.59,0.0
-66.9,-23.2,34.06,110.0,0.58,0.0
-55.5,-19.3,34.319,110.0,0.58,0.0
-50.0,-18.0,34.66,99.0,0.0,1.0
-39.2,-16.9,35.02,91.0,0.0,1.0
-34.1,-17.7,35.3,86.0,0.0,0.0
-27.4,-22.0,35.56,86.0,0.0,0.0
-23.1,-29.4,36.04,79.0,0.02,0.0
-21.4,-34.0,36.261,77.0,0.12,0.0
-21.2,-34.9,36.3,76.0,0.21,0.0
-19.5,-42.5,36.66,78.0,0.25,0.0
-19.0,-46.5,36.86,82.0,0.43,0.0
-18.6,-53.6,37.02,88.0,0.54,0.0
-18.5,-57.3,37.3,98.0,0.69,0.0
-18.9,-69.1,37.621,109.0,0.71,0.0
-19.5,-76.3,37.921,122.0,0.77,0.0
-20.2,-83.4,38.12,135.0,0.88,0.0
-21.2,-91.8,38.34,135.0,0.88,0.0
-22.5,-104.3,38.64,160.0,1.0,0.0
-23.5,-113.2,38.84,164.0,1.0,0.0
-24.4,-121.7,39.021,177.0,1.0,0.0
-25.7,-133.7,39.261,177.0,1.0,0.0
-26.4,-139.9,39.381,189.0,1.0,0.0
-28.4,-158.2,39.72,196.0,1.0,0.0
-29.7,-167.2,39.88,209.0,1.0,0.0
-33.8,-185.5,40.14,209.0,1.0,0.0
-37.6,-198.3,40.42,223.0,1.0,0.0
-46.3,-223.4,40.78,228.0,1.0,0.0
-50.9,-235.6,41.04,234.0,1.0,0.0
-59.0,-255.3,41.36,240.0,1.0,0.0
-60.6,-259.1,41.42,246.0,1.0,0.0
-72.5,-283.9,41.68,246.0,1.0,0.0
-84.8,-303.9,42.08,254.0,0.91,0.0
-105.9,-326.7,42.42,256.0,0.82,0.0
-116.0,-334.7,42.7,258.0,0.83,0.0
-141.1,-349.3,43.041,261.0,1.0,0.0
-172.0,-363.9,43.42,265.0,1.0,0.0
-197.6,-376.8,43.861,275.0,1.0,0.0
-216.6,-386.5,44.221,274.0,1.0,0.0
-222.1,-389.2,44.3,274.0,1.0,0.0
-238.1,-396.9,44.54,279.0,1.0,0.0
-263.9,-408.2,44.82,281.0,0.0,0.0
-281.2,-414.7,45.14,275.0,0.0,0.0
-292.6,-418.6,45.301,268.0,0.0,0.0
-322.1,-426.6,45.68,268.0,0.0,1.0
-335.0,-429.1,45.921,223.0,0.0,1.0
-349.2,-431.3,46.161,223.0,0.0,1.0
-361.1,-432.8,46.381,194.0,0.0,1.0
-369.9,-433.7,46.559,178.0,0.0,1.0
-378.8,-434.6,46.76,161.0,0.0,1.0
-394.7,-436.4,47.079,130.0,0.0,1.0
-407.0,-438.7,47.46,117.0,0.0,1.0
-413.1,-441.5,47.88,100.0,0.0,1.0
-416.4,-444.8,48.08,100.0,0.0,1.0
-420.0,-450.9,48.36,86.0,0.0,1.0
-422.4,-455.1,48.56,78.0,0.0,1.0
-425.8,-459.6,48.78,78.0,0.0,1.0
-430.8,-463.1,49.14,71.0,0.0,1.0
-434.8,-464.4,49.36,68.0,0.0,0.0
-435.9,-464.6,49.42,68.0,0.0,0.0
-440.1,-465.0,49.66,63.0,0.0,0.0
-448.9,-464.3,50.02,63.0,0.23,0.0
-451.2,-463.8,50.28,65.0,0.39,0.0
-455.2,-462.8,50.48,81.0,0.58,0.0
-461.9,-461.2,50.78,89.0,0.61,0.0
-467.0,-460.3,50.981,93.0,0.69,0.0
-473.2,-459.9,51.2,93.0,0.69,0.0
-478.1,-460.1,51.36,111.0,0.77,0.0
-484.7,-460.9,51.561,123.0,0.77,0.0
-497.7,-462.8,51.881,135.0,0.85,0.0
-508.8,-464.5,52.26,144.0,0.85,0.0
-514.3,-465.3,52.401,157.0,0.95,0.0
-521.9,-466.4,52.581,166.0,1.0,0.0
-536.2,-468.3,52.881,176.0,1.0,0.0
-552.6,-470.3,53.099,187.0,1.0,0.0
-570.1,-472.4,53.52,198.0,1.0,0.0
-583.7,-473.9,53.7,210.0,1.0,0.0
-599.1,-475.5,54.02,218.0,0.21,0.0
-624.7,-477.8,54.3,218.0,0.21,0.0
-636.0,-478.5,54.5,200.0,0.0,1.0
-644.6,-479.0,54.66,187.0,0.0,1.0
-659.4,-480.4,54.96,180.0,0.0,1.0
-671.6,-484.2,55.18,164.0,0.0,1.0
-680.2,-489.7,55.5,155.0,0.0,0.0
-689.6,-498.9,55.8,153.0,0.05,0.0
-696.8,-508.3,55.96,151.0,0.16,0.0
-701.3,-515.2,56.28,147.0,0.47,0.0
-708.3,-528.7,56.64,149.0,0.59,0.0
-719.7,-571.6,57.541,186.0,1.0,0.0
-721.3,-586.6,57.96,196.0,0.88,0.0
-722.0,-605.4,58.2,200.0,0.62,0.0
-720.9,-620.6,58.581,200.0,0.56,0.0
-715.1,-636.5,58.82,197.0,0.44,0.0
-705.7,-646.6,59.161,196.0,0.47,0.0
-697.4,-660.7,59.461,195.0,0.56,0.0
-692.7,-674.1,59.64,195.0,0.56,0.0
-687.3,-692.0,60.06,198.0,0.57,0.0
-683.7,-705.8,60.32,196.0,0.0,1.0
-681.7,-715.2,60.5,196.0,0.0,1.0
-681.4,-716.4,60.56,196.0,0.0,1.0
-679.1,-729.5,60.82,185.0,0.0,1.0
-677.6,-739.2,61.02,159.0,0.0,1.0
-676.6,-748.1,61.22,159.0,0.0,1.0
-675.0,-764.3,61.5,143.0,0.0,1.0
-674.6,-775.4,61.92,133.0,0.0,1.0
-674.6,-781.0,62.08,127.0,0.0,1.0
-675.8,-789.6,62.34,120.0,0.0,0.0
-677.3,-793.5,62.48,120.0,0.0,0.0
-685.7,-802.0,62.84,115.0,0.0,1.0
-689.2,-809.1,63.02,115.0,0.0,1.0
-689.8,-815.4,63.3,111.0,0.0,0.0
-689.4,-822.9,63.54,109.0,0.3,0.0
-688.4,-829.7,63.761,109.0,0.51,0.0
-685.3,-843.3,64.041,116.0,0.57,0.0
-682.2,-852.9,64.46,128.0,0.84,0.0
-677.5,-864.6,64.68,140.0,0.87,0.0
-672.1,-875.4,65.06,158.0,1.0,0.0
-665.8,-885.8,65.32,175.0,0.97,0.0
-663.0,-889.9,65.421,175.0,0.97,0.0
-652.3,-903.1,65.641,181.0,0.9,0.0
-640.9,-913.8,66.081,178.0,0.0,0.0
-629.7,-920.9,66.34,176.0,0.0,1.0
-622.7,-924.8,66.5,176.0,0.0,1.0
-607.0,-933.4,66.78,169.0,0.0,1.0
-602.3,-936.5,67.06,121.0,0.0,1.0
-597.0,-941.4,67.3,121.0,0.0,1.0
-593.2,-948.8,67.54,92.0,0.0,1.0
-593.4,-957.4,67.98,72.0,0.0,1.0
-595.0,-962.8,68.34,64.0,0.0,1.0
-596.2,-965.0,68.48,64.0,0.0,1.0
-600.6,-970.1,68.86,59.0,0.0,0.0
-604.6,-972.3,69.16,57.0,0.05,0.0
-609.1,-973.9,69.461,59.0,0.16,0.0
-611.6,-974.6,69.62,59.0,0.16,0.0
-614.3,-975.2,69.78,62.0,0.3,0.0
-619.3,-975.9,70.061,71.0,0.39,0.0
-625.6,-976.5,70.24,71.0,0.39,0.0
-653.7,-976.6,71.6,91.0,0.0,1.0
-658.2,-976.0,71.78,91.0,0.0,1.0
-663.3,-975.0,72.001,86.0,0.0,1.0
-667.9,-973.2,72.221,82.0,0.0,1.0
-670.8,-971.5,72.38,79.0,0.0,0.0
-673.6,-968.9,72.561,79.0,0.07,0.0
-676.1,-965.1,72.781,77.0,0.12,0.0
-677.6,-961.9,72.939,77.0,0.2,0.0
-679.0,-957.3,73.16,77.0,0.2,0.0
-680.7,-950.2,73.479,88.0,0.48,0.0
-681.3,-946.9,73.62,88.0,0.48,0.0
-683.0,-939.6,73.9,105.0,0.72,0.0
-684.6,-934.0,74.1,114.0,0.74,0.0
-686.6,-928.8,74.28,114.0,0.74,0.0
-689.6,-922.8,74.48,126.0,0.8,0.0
-696.7,-911.5,74.7,138.0,0.85,0.0
-700.8,-905.6,75.02,147.0,0.89,0.0
-706.7,-897.1,75.26,160.0,1.0,0.0
-711.6,-889.5,75.46,170.0,1.0,0.0
-719.2,-874.8,75.68,170.0,1.0,0.0
-724.5,-862.2,76.06,186.0,1.0,0.0
-732.2,-839.9,76.38,206.0,1.0,0.0
-735.3,-829.8,76.66,216.0,1.0,0.0
-740.1,-813.5,76.94,222.0,1.0,0.0
-743.2,-802.6,77.121,228.0,1.0,0.0
-746.6,-790.2,77.32,236.0,1.0,0.0
-750.0,-777.5,77.52,241.0,1.0,0.0
-753.9,-761.9,77.76,246.0,1.0,0.0
-756.6,-749.9,77.941,246.0,1.0,0.0
-760.8,-725.4,78.181,249.0,0.46,0.0
-763.2,-704.1,78.66,246.0,0.57,0.0
-765.0,-680.9,79.041,246.0,0.63,0.0
-765.7,-668.6,79.22,246.0,0.63,0.0
