x,y,t,speed,throttle,brake
-767.3,-642.6,0.0,275.0,1.0,0.0
-767.6,-611.7,0.28,276.0,1.0,0.0
-766.6,-596.0,0.6,284.0,1.0,0.0
-765.3,-580.3,0.799,284.0,1.0,0.0
-764.2,-569.4,0.938,275.0,0.0,1.0
-761.6,-551.2,1.179,275.0,0.0,1.0
-756.7,-526.6,1.439,242.0,0.0,1.0
-753.1,-511.6,1.839,176.0,0.0,1.0
-750.3,-501.5,2.059,150.0,0.0,1.0
-747.3,-491.8,2.299,150.0,0.0,1.0
-745.3,-485.9,2.459,138.0,0.0,1.0
-741.8,-477.6,2.719,125.0,0.0,1.0
-736.1,-469.6,2.939,116.0,0.0,0.0
-731.7,-466.6,3.219,113.0,0.0,0.0
-723.5,-463.4,3.499,111.0,0.04,0.0
-717.5,-461.9,3.7,108.0,0.4,0.0
-711.4,-460.9,3.899,111.0,0.55,0.0
-705.2,-460.1,4.099,119.0,0.71,0.0
-697.3,-459.3,4.339,119.0,0.71,0.0
-686.4,-458.4,4.5,131.0,1.0,0.0
-668.7,-456.7,4.979,147.0,1.0,0.0
-648.5,-454.0,5.4,166.0,1.0,0.0
-635.0,-451.4,5.779,188.0,1.0,0.0
-630.4,-450.4,5.88,188.0,1.0,0.0
-611.3,-445.9,6.24,207.0,1.0,0.0
-592.3,-441.2,6.46,207.0,1.0,0.0
-576.1,-437.2,6.86,217.0,1.0,0.0
-556.0,-432.0,7.1,226.0,1.0,0.0
-545.0,-429.2,7.379,226.0,1.0,0.0
-521.3,-423.7,7.699,238.0,1.0,0.0
-502.9,-421.1,8.039,243.0,1.0,0.0
-481.2,-419.2,8.359,247.0,1.0,0.0
-469.2,-417.5,8.539,248.0,1.0,0.0
-453.7,-413.4,8.719,248.0,1.0,0.0
-424.9,-400.0,9.079,256.0,1.0,0.0
-406.6,-391.0,9.499,259.0,1.0,0.0
-390.5,-384.5,9.739,261.0,1.0,0.0
-385.0,-382.6,9.819,264.0,1.0,0.0
-368.2,-377.8,10.059,266.0,1.0,0.0
-338.2,-372.6,10.339,268.0,1.0,0.0
-321.1,-370.6,10.699,254.0,0.01,1.0
-310.9,-369.3,10.84,245.0,0.17,1.0
-291.2,-365.8,11.159,235.0,0.0,1.0
-257.0,-351.3,11.799,191.0,0.0,1.0
-249.4,-345.5,11.98,191.0,0.0,1.0
-237.9,-333.2,12.319,173.0,0.0,1.0
-233.5,-326.1,12.5,173.0,0.0,1.0
-228.8,-314.2,12.72,165.0,0.0,0.0
-226.2,-291.6,13.1,155.0,0.11,0.0
-228.5,-276.2,13.58,154.0,0.58,0.0
-231.0,-268.0,13.78,154.0,0.58,0.0
-233.6,-261.5,13.939,157.0,0.61,0.0
-235.5,-257.6,14.039,157.0,0.61,0.0
-241.2,-247.5,14.299,160.0,0.62,0.0
-248.0,-237.8,14.559,163.0,0.61,0.0
-252.9,-231.7,14.719,163.0,0.61,0.0
-259.7,-223.5,14.959,164.0,0.0,1.0
-265.6,-216.0,15.179,152.0,0.0,1.0
-272.6,-203.7,15.399,144.0,0.0,1.0
-273.7,-200.1,15.639,144.0,0.0,1.0
-274.8,-190.8,15.899,133.0,0.0,1.0
-271.9,-176.9,16.22,124.0,0.52,0.0
-268.7,-169.1,16.539,126.0,0.59,0.0
-264.3,-160.7,16.8,133.0,0.67,0.0
-261.9,-156.8,16.919,139.0,0.76,0.0
-256.2,-148.7,17.259,146.0,0.76,0.0
-246.9,-137.3,17.64,153.0,0.95,0.0
-239.4,-128.9,17.88,172.0,1.0,0.0
-238.0,-127.5,17.92,172.0,1.0,0.0
-231.4,-120.1,18.12,176.0,1.0,0.0
-217.4,-102.8,18.4,195.0,1.0,0.0
-205.6,-85.4,18.92,210.0,1.0,1.0
-202.3,-80.6,19.02,210.0,1.0,1.0
-194.1,-69.0,19.24,210.0,1.0,1.0
-182.1,-53.3,19.48,186.0,0.0,1.0
-175.9,-45.7,19.84,149.0,0.0,1.0
-171.6,-40.7,20.0,149.0,0.0,1.0
-159.9,-27.9,20.38,116.0,0.0,1.0
-151.1,-21.2,20.759,106.0,0.0,1.0
-148.4,-20.2,21.019,91.0,0.0,1.0
-142.8,-19.8,21.259,91.0,0.0,1.0
-138.3,-20.9,21.459,79.0,0.0,1.0
-133.2,-23.6,21.719,77.0,0.0,1.0
-130.5,-25.7,21.879,77.0,0.0,1.0
-127.5,-29.1,22.099,74.0,0.0,0.0
-125.1,-33.2,22.339,71.0,0.16,0.0
-122.6,-40.2,22.579,74.0,0.23,0.0
