x,y,t,speed,throttle,brake
-766.5,-656.3,0.0,183.0,0.53,0.0
-767.7,-635.6,0.4,187.0,0.64,0.0
-768.1,-626.0,0.68,193.0,0.69,0.0
-767.4,-609.7,0.98,198.0,0.71,0.0
-766.5,-594.3,1.26,201.0,0.63,0.0
-765.3,-579.8,1.46,200.0,0.49,0.0
-763.5,-564.3,1.801,201.0,0.59,1.0
-760.8,-547.0,2.061,197.0,0.0,1.0
-758.9,-537.0,2.321,180.0,0.0,1.0
-756.5,-525.8,2.56,159.0,0.0,1.0
-753.7,-514.2,2.84,152.0,0.0,1.0
-751.7,-506.6,3.04,142.0,0.0,1.0
-749.3,-498.2,3.28,129.0,0.0,1.0
-746.5,-489.3,3.421,129.0,0.0,1.0
-744.3,-483.4,3.761,107.0,0.0,1.0
-739.1,-473.1,4.021,104.0,0.0,1.0
-734.0,-468.0,4.44,103.0,0.11,0.0
-726.2,-464.3,4.66,102.0,0.19,0.0
-718.8,-462.2,4.999,106.0,0.41,0.0
-710.5,-460.7,5.279,106.0,0.41,0.0
-705.5,-460.1,5.44,112.0,0.74,0.0
-691.8,-458.7,5.64,112.0,0.74,0.0
-676.3,-457.5,5.94,128.0,0.72,0.0
-670.9,-456.9,6.22,143.0,0.77,0.0
-653.1,-454.7,6.54,147.0,0.77,0.0
-641.0,-452.6,6.94,164.0,0.75,0.0
-630.2,-450.4,7.18,165.0,0.77,0.0
-620.0,-448.0,7.4,165.0,0.77,0.0
-612.6,-446.2,7.56,177.0,0.78,0.0
-599.1,-442.9,7.82,182.0,0.72,0.0
-586.3,-439.7,8.1,183.0,0.57,0.0
-565.4,-434.5,8.4,186.0,0.61,0.0
-545.3,-429.2,8.841,188.0,0.5,0.0
-528.2,-425.1,9.24,190.0,0.71,0.0
-516.6,-422.9,9.461,198.0,0.98,0.0
-509.1,-421.9,9.6,198.0,0.98,0.0
-500.3,-420.9,9.76,206.0,1.0,0.0
-448.4,-411.3,10.62,222.0,1.0,0.0
-424.8,-399.9,11.021,229.0,1.0,0.0
-403.2,-389.5,11.421,245.0,0.99,0.0
-395.6,-386.4,11.539,245.0,0.99,0.0
-382.1,-381.7,11.759,248.0,0.99,0.0
-365.4,-377.2,12.0,251.0,1.0,0.0
-350.2,-374.3,12.22,253.0,0.14,1.0
-344.6,-373.5,12.3,242.0,0.03,1.0
-326.0,-371.2,12.599,234.0,0.03,1.0
-314.7,-369.8,12.78,222.0,0.0,1.0
-294.1,-366.5,13.02,205.0,0.0,1.0
-283.6,-363.8,13.34,200.0,0.0,1.0
-266.6,-356.9,13.7,179.0,0.0,1.0
-252.3,-347.7,13.92,179.0,0.0,1.0
-245.6,-341.9,14.26,162.0,0.0,1.0
-239.7,-335.4,14.46,156.0,0.01,0.0
-235.4,-329.2,14.64,154.0,0.03,0.0
-231.5,-321.8,14.841,150.0,0.08,0.0
-226.5,-302.9,15.16,146.0,0.14,0.0
-226.4,-289.1,15.54,143.0,0.24,0.0
-228.2,-277.7,15.78,141.0,0.4,0.0
-231.3,-267.4,16.1,144.0,0.53,0.0
-235.9,-256.9,16.38,146.0,0.57,0.0
-239.5,-250.4,16.561,152.0,0.37,0.0
-244.1,-243.3,16.761,152.0,0.37,0.0
